pIC50,num_atoms,logP,Mol,molecular_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_rings,logS,electrostatic_potential,shape_index,surface_area,unified_smiles,Cluster
0.0,17,6.6206,<rdkit.Chem.rdchem.Mol object at 0x7b80586e89e0>,323.88338856,0.0,0,0,1,2,2,-6.6206000000000005,-0.32155486408844525,577.348938365776,124.00482845996935,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,1
0.6,16,0.2234,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8a50>,222.111675688,72.68,1,5,3,2,2,-0.22339999999999965,-0.6898801567325443,619.7612296387055,91.54886976034722,CCCCn1c(=O)n(C)c(=O)c2[nH]cnc21,0
0.0,20,2.7144,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8ac0>,270.027671292,103.35,0,5,2,3,2,-2.7144000000000013,-0.40625212234092845,731.8436793841701,111.31508183147173,O=C1c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc21,1
0.24,7,0.6157,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8b30>,98.028026316,25.78,0,2,0,1,1,-0.6156999999999999,-0.2339699193884487,139.6171446997415,40.036234484316225,Fc1ncccn1,0
0.0,12,2.9518,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8ba0>,202.990469204,29.1,1,1,1,1,1,-2.9518000000000004,-0.46605703642289653,291.6762119661022,80.47920408570533,CC(=O)Nc1cc(Cl)cc(Cl)c1,0
0.0,16,2.3663,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8c10>,231.087098664,21.259999999999998,1,2,1,2,1,-2.3663,-0.7386442499663206,358.49246211773345,91.41029615984439,FC(F)(F)c1cccc(C2CNCCO2)c1,0
0.0,14,5.4534,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8c80>,263.906710848,0.0,0,0,0,2,2,-5.453400000000001,-0.25783171679123573,504.93842469911027,101.32613255875886,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,0
0.0,23,10.0129,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8dd0>,509.68344141999995,9.23,0,1,2,2,2,-10.0129,5.551115123125783e-17,690.9545330792267,180.6347048238846,Clc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1
0.12,11,0.9231,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8e40>,146.048012812,45.75,1,2,0,2,2,-0.9230999999999998,-0.5146962053111309,433.04014588908643,62.68233928157368,O=c1cc2ccccc2n[nH]1,0
0.0,21,3.6939,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8eb0>,274.11061306799996,41.13,2,2,1,4,3,-3.693900000000002,-1.1012987973425727,836.0008673619461,122.15546139982006,O=C1NC(c2cccc3ccccc23)Nc2ccccc21,1
0.0,22,5.6041,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8f20>,299.261300056,3.24,0,1,2,3,1,-5.604100000000005,-1.1167563320196607,456.4305492820722,136.65370619859104,CC(C)(C)C1CCC(c2ccccc2)(N2CCCCC2)CC1,1
0.06,13,1.2426,<rdkit.Chem.rdchem.Mol object at 0x7b80586e8f90>,175.074561908,64.94,1,4,2,2,2,-1.2425999999999997,-0.7173506018643773,382.76815459068183,75.3954089313449,Nc1nnc(Cc2ccccc2)o1,0
0.02,9,1.6457,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9000>,130.110613068,32.67,0,2,2,0,0,-1.6457,-0.45891718985688107,95.72120767599534,55.98866327448141,CN(CC(C)(C)C)N=O,0
0.13,11,0.8947,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9070>,261.960310844,55.12,2,2,1,1,1,-0.8946999999999996,-0.7226138516854583,274.8980131294879,78.0795943558367,NNC(=O)c1ccccc1I,0
0.01,13,2.02944,<rdkit.Chem.rdchem.Mol object at 0x7b80586e90e0>,179.131014164,35.25,1,2,3,1,1,-2.0294399999999997,-0.8620463577447999,261.1688097950624,79.70954961799958,Cc1cccc(C)c1OCC(C)N,0
0.0,13,2.55182,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9150>,173.084063972,22.12,0,2,1,2,2,-2.551820000000001,-0.6098044304335102,437.0383666149001,77.17614509047877,COc1cc(C)nc2ccccc12,0
0.0,21,3.0351,<rdkit.Chem.rdchem.Mol object at 0x7b80586e91c0>,281.10519334,57.61,1,2,3,3,2,-3.0351000000000017,-1.030552406966129,706.2300893568544,122.18448836650175,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1
0.46,11,0.3369,<rdkit.Chem.rdchem.Mol object at 0x7b80586e92a0>,157.048741084,70.19,0,5,2,1,1,-0.33689999999999987,-0.4756973688420833,280.5000517907898,62.566588188853,COc1c([N+](=O)[O-])ncn1C,0
0.0,30,4.1066,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9310>,427.15657727999996,71.11,1,6,5,4,2,-4.106600000000004,-1.4183781273758065,930.3487065911534,179.86903037094996,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,1
0.01,16,2.0646,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9380>,213.078978592,38.33,1,2,2,3,2,-2.0646,-0.798209976033722,542.3788207005084,93.02699235405146,O=C1CC(Oc2ccc3ccccc3c2)N1,0
0.0,19,2.41722,<rdkit.Chem.rdchem.Mol object at 0x7b80586e93f0>,258.184446704,77.82,2,4,1,5,1,-2.4172200000000004,-1.144383837713204,478.65805374199545,113.54735027319042,Cc1nc(N)nc(N)c1C12CC3CC(CC(C3)C1)C2,1
0.01,8,2.0357,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9460>,171.988762388,0.0,0,0,0,4,0,-2.0357000000000003,-0.27730434852207153,129.32225214810833,57.77895785926287,BrC1C2CC3C(C2)C13,0
0.01,21,2.05662,<rdkit.Chem.rdchem.Mol object at 0x7b80586e94d0>,287.163376912,56.03,1,5,5,2,2,-2.0566199999999997,-0.9805799930196997,729.6678005141313,123.4102953307199,CCCCNc1c(C)n(C)c(=O)n(-c2ccccc2)c1=O,1
0.02,21,1.69082,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9540>,287.163376912,47.24,0,5,4,2,2,-1.6908199999999998,-0.8883866783005336,740.5978977659377,123.62026681731524,CCN(CC)c1c(C)n(C)c(=O)n(-c2ccccc2)c1=O,1
0.13,18,0.90022,<rdkit.Chem.rdchem.Mol object at 0x7b80586e95b0>,245.11642672,58.1,1,4,2,2,2,-0.9002199999999998,-0.8531384266573185,668.8710915886945,104.3154689875301,Cc1c(N(C)C)c(=O)[nH]c(=O)n1-c1ccccc1,0
0.05,17,1.3173,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9620>,236.116092372,61.19,0,5,2,2,1,-1.3173000000000001,-0.6157779411027431,493.01437533651705,99.43096575922337,CCOC(=O)c1cnc2n(c1=O)C(C)CCC2,0
0.13,16,0.8712,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9690>,218.06914218,60.669999999999995,0,5,2,2,2,-0.8711999999999999,-0.5804076031060382,589.0445233972545,91.3111148283723,CCOC(=O)c1cnc2ccccn2c1=O,0
0.07,12,1.1406,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9700>,164.094963004,34.89,0,3,0,2,1,-1.1406,-0.46429005789651123,342.6269263952092,71.06107208648288,CC1CCCc2nccc(=O)n21,0
0.3,8,0.5183,<rdkit.Chem.rdchem.Mol object at 0x7b80586e97e0>,109.06399722399999,37.81,1,3,1,1,1,-0.5182999999999998,-0.5568724965612217,149.019770928138,47.78550337939464,CNc1cnccn1,0
0.0,11,3.058,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9850>,211.919862376,40.46,2,2,0,1,1,-3.0579999999999994,-0.6523166526181344,272.11913671997195,77.92966930453402,Oc1c(Cl)cc(Cl)c(Cl)c1O,0
0.02,21,1.69082,<rdkit.Chem.rdchem.Mol object at 0x7b80586e98c0>,287.163376912,47.24,0,5,4,2,2,-1.6908199999999998,-0.8888020300947094,740.5978977659375,123.62026681731524,CCN(CC)c1c(C)n(-c2ccccc2)c(=O)n(C)c1=O,1
0.03,21,1.55962,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9930>,285.147726848,47.24,0,5,4,2,2,-1.5596199999999998,-0.9532126311403598,770.5895901663937,122.93066378513097,C=CCn1c(=O)c(N(C)C)c(C)n(-c2ccccc2)c1=O,1
0.04,21,1.44482,<rdkit.Chem.rdchem.Mol object at 0x7b80586e99a0>,285.147726848,47.24,0,5,2,3,2,-1.4448199999999998,-0.8546363377359819,768.5895901663938,122.614435663786,Cc1c(N2CCCC2)c(=O)n(-c2ccccc2)c(=O)n1C,1
0.21,22,0.68122,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9a10>,301.142641468,56.47,0,6,2,3,2,-0.6812199999999997,-0.9843887953612804,786.7638221596269,127.72798089329288,Cc1c(N2CCOCC2)c(=O)n(-c2ccccc2)c(=O)n1C,1
0.03,21,1.55962,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9a80>,285.147726848,47.24,0,5,4,2,2,-1.5596199999999998,-0.9529197901649838,770.5895901663937,122.93066378513099,C=CCn1c(C)c(N(C)C)c(=O)n(-c2ccccc2)c1=O,1
0.0,15,2.356,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9af0>,273.036440852,44.480000000000004,1,3,4,1,1,-2.3560000000000008,-0.9595382031627091,339.6049607753009,98.69064245314782,COc1cc(CC(C)N)c(OC)cc1Br,0
0.0,14,3.1544,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9b60>,198.161979944,26.3,0,2,1,1,0,-3.1544000000000016,-0.6522552426714868,194.85749387444827,87.02285046221365,CC(=O)OC1CCC(C(C)(C)C)CC1,0
0.05,8,1.2736,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9bd0>,171.97563774409,3.88,0,0,0,1,1,-1.2735999999999998,0.2859083085081984,168.38833891467198,57.09351230707677,C[n+]1cccc(Br)c1,0
0.03,12,1.4745,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9c40>,170.130679816,40.46,2,2,1,1,0,-1.4745,-0.9396969410529558,188.50548527549438,73.91676337607755,CC1=CCC(C(C)(C)O)CC1O,0
0.03,15,1.5445,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9cb0>,235.079075908,61.77,1,4,4,1,0,-1.5445,-0.7270985672828295,223.9323214105869,91.71274606168866,O=NN(CCF)C(=O)NC1CCSCC1,0
0.2,15,0.6944,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9d20>,228.056863244,75.27000000000001,2,3,3,1,1,-0.6944000000000001,-0.8363823784844597,427.93049579347047,88.54825182236173,CCNC(=O)NS(=O)(=O)c1ccccc1,0
0.23,15,0.6465,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9d90>,228.056863244,66.48,1,3,2,1,1,-0.6465000000000001,-0.7738687053194341,439.685078056055,88.75822330895706,CN(C)C(=O)NS(=O)(=O)c1ccccc1,0
0.0,15,3.3629,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9e00>,246.04795196999999,27.69,0,4,6,1,1,-3.3629000000000024,-0.6997966297258185,318.6992026357645,95.61173536881704,CCOP(=S)(OCC)Oc1ccccc1,0
0.01,13,1.8765,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9e70>,175.063328528,42.230000000000004,1,2,1,2,2,-1.8765,-0.7696738756792797,470.7295233824124,75.21783963987478,Cn1cc(C(=O)O)c2ccccc21,0
0.02,14,1.7254,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9ee0>,187.074561908,68.01,2,2,1,2,2,-1.7254,-0.8943609206023418,476.2557347509718,80.7489327272398,NC(=O)Nc1cccc2cccnc12,0
0.52,13,0.2832,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9f50>,186.136827816,58.2,2,2,4,0,0,-0.2831999999999995,-0.8538555980576347,190.05372307956134,79.08155651030603,CNC(=O)C(CC(C)C)NC(C)=O,0
0.52,13,0.2832,<rdkit.Chem.rdchem.Mol object at 0x7b80586e9fc0>,186.136827816,58.2,2,2,4,0,0,-0.28319999999999995,-0.8508379173462167,192.05372307956134,79.08155651030603,CCC(C)C(NC(C)=O)C(=O)NC,0
0.03,30,1.4749,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea030>,451.07154092599984,154.84,3,11,4,5,3,-1.4748999999999997,-1.6644188015556183,1130.5291658181839,174.36794267683226,Nc1ncnc2c1nc(SCc1ccccc1)n2C1OC2COP(=O)(O)OC2C1O,2
0.14,23,0.8529,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea0a0>,355.07574011599996,65.78,1,6,4,3,2,-0.8529000000000002,-1.1133736979096858,764.90314106601,142.0369676704011,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,1
0.0,21,9.5789,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea110>,793.3572614840002,9.23,0,1,2,2,2,-9.578899999999999,-0.13233879848597435,698.9229701386387,188.54242340019874,Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,1
0.68,10,0.16462,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea180>,142.037842052,65.22,0,5,1,1,1,-0.16462,-0.2903407316185074,242.79603166409441,56.93763462974594,COC(=O)c1nonc1C,0
0.01,18,2.2772,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea260>,239.094628656,46.17,1,2,3,2,2,-2.2772000000000006,-0.8630466880692877,576.0572898380785,105.45623005244641,CNC(=O)c1ccccc1C(=O)c1ccccc1,0
0.01,17,1.9054,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea2d0>,255.066220988,57.61,1,2,5,1,1,-1.9054,-0.9297537999702827,402.71669758512394,104.80143365524522,CC(=O)N(CCCl)c1ccc(CC(=O)O)cc1,0
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea340>,289.922360912,0.0,0,0,1,2,2,-5.967200000000001,-0.38378689646172065,534.5371240740591,113.70156223308767,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,1
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea3b0>,289.922360912,0.0,0,0,1,2,2,-5.967200000000002,-0.38381326760763057,534.5371240740591,113.70156223308767,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,1
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea420>,289.922360912,0.0,0,0,1,2,2,-5.967200000000001,-0.38289801213527835,485.037124074059,113.70156223308767,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl,1
0.0,17,6.6206,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea490>,323.88338856,0.0,0,0,1,2,2,-6.6206000000000005,-0.31840198304678996,577.348938365776,124.00482845996933,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,1
0.05,18,1.2893,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea500>,252.063388104,78.9,0,6,4,1,1,-1.2893000000000001,-0.7006572409427849,465.3903691478888,103.44625779452855,CC(=O)OCOC(=O)c1ccccc1OC(C)=O,0
0.13,21,0.8752,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea570>,291.074287136,89.98000000000002,0,6,4,2,1,-0.8752,-0.6998079749507674,593.2367251456668,119.97812141053281,CC(=O)Oc1ccccc1C(=O)OCN1C(=O)CCC1=O,0
0.01,15,2.1248,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea5e0>,202.07422756,51.22,1,4,2,2,2,-2.1247999999999996,-0.7163286647895981,491.4168330048473,86.84156787360857,CC(=O)ONc1ccnc2ccccc12,0
0.0,17,4.0314,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea650>,246.08114278,9.23,0,1,5,2,2,-4.031400000000002,-0.902933372062921,387.6895122094528,107.0001351251394,ClCCOC(c1ccccc1)c1ccccc1,0
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea6c0>,289.922360912,0.0,0,0,1,2,2,-5.967200000000001,-0.383784020673626,517.2871240740591,113.70156223308769,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1,1
0.03,12,1.5628,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea730>,164.058577496,55.17,1,3,1,2,1,-1.5627999999999997,-0.5300353268886894,335.82978715700074,69.35829410086879,O=[N+]([O-])c1ccc2c(c1)CCN2,0
0.01,18,1.9027,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea7a0>,264.056863244,92.42,3,5,3,2,2,-1.9027,-1.266075590321852,634.027670047948,104.75192083964235,Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1,1
0.02,11,1.81612,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea810>,150.06807956,26.3,0,2,2,1,1,-1.81612,-0.5876807279457604,266.26528506874683,65.80129679223742,COc1ccc(C=O)cc1C,0
0.07,10,1.18372,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea880>,138.07931294,35.010000000000005,0,3,2,1,1,-1.1837199999999999,-0.4809986704135324,212.5160097397697,60.079070654086685,CCOc1nccnc1C,0
0.66,11,0.1784,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea8f0>,151.074561908,46.09,0,3,1,1,1,-0.1783999999999999,-0.5321626445082073,245.12241578261717,64.88688119482694,CN(C)C(=O)c1cnccn1,0
0.0,16,3.0776,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea960>,220.15756326,32.34,1,1,1,1,1,-3.077600000000002,-0.9155571592950784,360.51413832846157,97.4572158741284,CN(C)C(=O)Nc1ccc(C(C)(C)C)cc1,0
0.0,33,2.5649,<rdkit.Chem.rdchem.Mol object at 0x7b80586ea9d0>,465.309038096,127.09000000000002,5,5,6,4,0,-2.5648999999999997,-2.3208702731575768,759.0641407508059,196.88932066610744,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,2
0.0,9,3.30182,<rdkit.Chem.rdchem.Mol object at 0x7b80586eaa40>,159.984655552,0.0,0,0,0,1,1,-3.301820000000001,-0.27288919943133566,197.9061775999341,64.40287768765691,Cc1cccc(Cl)c1Cl,0
0.0,18,7.274,<rdkit.Chem.rdchem.Mol object at 0x7b80586eaab0>,357.844416208,0.0,0,0,1,2,2,-7.274000000000001,-0.25822041338001517,518.4500798683472,134.308094686851,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,1
0.0,11,2.7368,<rdkit.Chem.rdchem.Mol object at 0x7b80586eab20>,148.088815004,9.23,0,1,3,1,1,-2.7368000000000006,-0.6718884463715508,225.88790998034074,67.31511377440603,C=C(C)OCc1ccccc1,0
0.0,18,3.2829,<rdkit.Chem.rdchem.Mol object at 0x7b80586eab90>,283.016683952,37.38,0,2,1,3,1,-3.2829000000000024,-0.4002977481816147,554.4040824461513,114.66374593726903,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,0
0.0,14,2.3325,<rdkit.Chem.rdchem.Mol object at 0x7b80586eac70>,204.039814124,37.3,1,1,2,1,1,-2.3325000000000005,-0.6343595002390002,326.90545779319825,77.97859152370528,O=C(O)Cc1ccc(C(F)(F)F)cc1,0
0.0,14,2.6112,<rdkit.Chem.rdchem.Mol object at 0x7b80586eace0>,192.115029752,37.3,1,1,2,1,1,-2.6112,-0.8490142376983798,317.1701202996887,84.5768116581164,CC(C)(C)c1ccc(CC(=O)O)cc1,0
0.01,11,2.2165,<rdkit.Chem.rdchem.Mol object at 0x7b80586ead50>,261.949077464,26.3,0,2,1,1,1,-2.2165,-0.35910957999441984,270.54949758389114,78.69819279888445,CC(=O)Oc1ccccc1I,0
0.02,17,1.81338,<rdkit.Chem.rdchem.Mol object at 0x7b80586eadc0>,252.08902209599998,86.52,2,6,4,2,1,-1.8133799999999995,-0.6555960976743815,462.35419397647286,104.43468098515,CC(C)(C#N)Nc1nc(Cl)nc(NC2CC2)n1,0
0.02,12,1.6233,<rdkit.Chem.rdchem.Mol object at 0x7b80586eae30>,168.078644244,50.44,1,3,4,1,1,-1.6233,-0.7528528095113385,236.28614339638096,71.00619880779661,CC(O)CCC(=O)c1ccoc1,0
0.17,14,0.7789,<rdkit.Chem.rdchem.Mol object at 0x7b80586eaea0>,192.089877624,56.84,1,4,3,2,1,-0.7788999999999997,-0.9822090701216731,324.1537001126066,82.34764406544079,NC1=NCC(COc2ccccc2)O1,0
0.0,13,2.4374,<rdkit.Chem.rdchem.Mol object at 0x7b80586eaf10>,171.068413908,29.96,0,2,1,2,2,-2.4374000000000002,-0.49498040576295493,462.35186173234996,76.22412196101565,CC(=O)c1cnc2ccccc2c1,0
0.0,19,2.9395,<rdkit.Chem.rdchem.Mol object at 0x7b80586eaf80>,283.10875449599996,61.77,1,3,6,1,1,-2.9395000000000007,-0.8951746023767355,423.156322839006,117.42535010547553,CC(C)(Cc1ccccc1)NC(=O)N(CCCl)N=O,1
0.01,15,2.0269,<rdkit.Chem.rdchem.Mol object at 0x7b80586eaff0>,231.077454368,61.77,1,3,4,1,0,-2.0269000000000004,-0.7111517970929875,257.7420117623204,93.40270594249124,O=NN(CCCl)C(=O)NC1C=CCCC1,0
0.02,15,1.8138,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb060>,251.049525368,61.77,1,4,4,1,0,-1.8138,-0.6861558244660741,223.9323214105869,97.85047688564411,O=NN(CCCl)C(=O)NC1CCSCC1,0
0.32,17,0.4954,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb0d0>,283.039354608,95.91,1,5,4,1,0,-0.49539999999999984,-0.7079817790824163,372.23152985563456,104.35276524206544,O=NN(CCCl)C(=O)NC1CCS(=O)(=O)CC1,0
0.02,15,1.7243,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb140>,269.00594630399996,61.77,1,5,4,1,0,-1.7243,-0.6771334985898704,226.2808369561837,101.60864479661274,O=NN(CCCl)C(=O)NC1CSCSC1,0
0.04,15,1.455,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb220>,253.035496844,61.77,1,5,4,1,0,-1.4549999999999998,-0.7180762414088732,226.2808369561837,95.47091397265731,O=NN(CCF)C(=O)NC1CSCSC1,0
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb290>,289.922360912,0.0,0,0,1,2,2,-5.967200000000001,-0.3806311396721197,517.287124074059,113.70156223308767,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1,1
0.0,22,4.87188,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb300>,293.18919773600004,27.96,0,2,4,2,2,-4.871880000000004,-1.0633969909758376,653.1153896300216,132.59357076826083,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1
0.01,12,2.18264,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb370>,162.115698448,24.39,1,1,2,1,1,-2.18264,-0.7586166891932591,289.89009548555924,73.33635624655156,CNC=Nc1ccc(C)cc1C,0
0.01,12,2.2074,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb3e0>,163.099714036,29.1,1,1,2,1,1,-2.2074,-0.6531770809825114,280.9219978261821,72.60255586073521,CCc1ccccc1NC(C)=O,0
0.0,12,3.17,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb450>,290.88943804400003,29.1,1,1,1,1,1,-3.170000000000001,-0.458036994101357,291.6762119661022,87.6077668432247,CC(=O)Nc1c(Br)cccc1Br,0
0.83,15,0.083,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb4c0>,220.13107374,46.150000000000006,0,5,0,1,0,-0.08300000000000085,-1.1821942257115605,72.37779644494512,90.58562505140421,C1COCCOCCOCCOCCO1,0
0.76,13,0.1188,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb530>,178.037842052,68.0,1,4,1,2,2,-0.11879999999999974,-0.4944240724525478,505.9305636563116,72.20649454398303,O=c1[nH]c(=O)n(-c2ccccc2)o1,0
0.0,12,2.304,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb5a0>,165.151749608,26.02,1,1,0,4,0,-2.3040000000000003,-0.7073183379761009,187.0440022382591,74.71106940822067,CC12CC3CC(C1)CC(N)(C3)C2,0
0.0,18,2.6691,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb610>,244.121177752,44.12,0,4,4,2,2,-2.669100000000001,-0.8581450944931626,519.6000784462864,106.22705511565083,CCOC(=O)c1cncn1C(C)c1ccccc1,1
0.0,18,4.5696,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb760>,319.9715881,28.68,1,1,2,3,3,-4.569600000000002,-0.6943415911421544,688.5854153932232,118.13472620617664,Clc1ccc2[nH]c(Cc3ccc(Br)cc3)nc2c1,1
0.0,14,4.6604,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb7d0>,222.000305616,0.0,0,0,1,2,2,-4.660400000000003,-0.5028059547985642,415.07964673815036,93.09502977932435,Clc1cccc(Cl)c1-c1ccccc1,0
0.14,12,0.8515,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb840>,164.094963004,46.33,1,2,2,1,1,-0.8515000000000001,-0.847774596265387,294.3349389236156,71.78747592994664,CN(C)c1cccc(C(N)=O)c1,0
0.0,12,3.0015,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb8b0>,163.136099544,26.02,1,1,4,1,1,-3.001500000000001,-0.8589497045632388,212.9506512031586,74.59600438849273,CCCCCc1ccc(N)cc1,0
0.0,13,3.3916,<rdkit.Chem.rdchem.Mol object at 0x7b80586eb920>,177.151749608,26.02,1,1,5,1,1,-3.3916000000000013,-0.9122556786824865,225.38472194922093,80.96094650288934,CCCCCCc1ccc(N)cc1,0
0.0,14,4.6604,<rdkit.Chem.rdchem.Mol object at 0x7b80586eba00>,222.000305616,0.0,0,0,1,2,2,-4.660400000000002,-0.5050359130409107,435.32964673815036,93.09502977932434,Clc1ccc(-c2ccccc2)c(Cl)c1,0
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586eba70>,289.922360912,0.0,0,0,1,2,2,-5.967200000000002,-0.38883917403883095,444.53712407405914,113.70156223308769,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,1
0.0,16,5.9672,<rdkit.Chem.rdchem.Mol object at 0x7b80586ebae0>,289.922360912,0.0,0,0,1,2,2,-5.967200000000002,-0.37730894348805233,520.287124074059,113.70156223308766,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,1
0.0,29,3.3685,<rdkit.Chem.rdchem.Mol object at 0x7b80586ebb50>,414.1613283119999,59.080000000000005,0,6,6,3,2,-3.368500000000002,-1.3824864019870995,869.370915000003,175.32499934087113,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,1
0.03,14,1.5807,<rdkit.Chem.rdchem.Mol object at 0x7b80586ebbc0>,207.035399528,46.17,1,3,2,2,1,-1.5807,-0.6046456186470572,363.64456465714835,85.88135683261498,O=C1NC(=O)C(Cc2ccccc2)S1,0
0.05,14,1.3458,<rdkit.Chem.rdchem.Mol object at 0x7b80586ebc30>,192.101111004,71.05000000000001,1,3,3,1,1,-1.3458,-0.8561936049192391,359.58451632505984,82.20438979467072,CN(C)N=Nc1ccccc1C(N)=O,0
0.05,14,1.3458,<rdkit.Chem.rdchem.Mol object at 0x7b80586ebca0>,192.101111004,71.05000000000001,1,3,3,1,1,-1.3458,-0.8593720602698245,342.3345163250598,82.20438979467072,CN(C)N=Nc1ccc(C(N)=O)cc1,0
